commodity,market,pricetype,date,price_per_kg,rainfall_mm,GPR,diesel_price_kes,source,admin1,latitude,longitude,category
Beans,Eldoret,Wholesale,2006-01-01,45.852,36.96428571428572,94.51001739501952,64.82,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2006-02-01,44.02,58.67428571428572,95.85819244384766,64.77,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2006-03-01,50.5405,158.08214285714286,92.79762268066406,64.77,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2006-04-01,48.6025,292.42285714285714,89.01580047607422,65.85,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2006-05-01,53.599,187.0107142857143,85.20877838134766,66.7,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2006-06-01,46.0585,133.92428571428573,102.57276916503906,70.29,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2006-07-01,41.432,174.90642857142856,137.13482666015625,72.08,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2006-08-01,29.391,249.7592857142857,147.08111572265625,73.73,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2006-09-01,36.49,131.14714285714285,111.72425842285156,73.56,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2006-10-01,38.1785,118.34142857142857,113.1352996826172,71.59,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2006-11-01,42.2185,260.3257142857143,88.77892303466797,69.25,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2006-12-01,40.7595,225.4707142857143,90.60655975341795,66.76,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2007-01-01,43.4695,104.14,97.9200439453125,66.86,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2007-02-01,46.45,106.28785714285712,96.16935729980467,65.86,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2007-03-01,42.178,43.61142857142857,87.33650207519531,66.36,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2007-04-01,46.5685,216.2,76.6133804321289,68.22,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2007-05-01,45.852,149.99428571428572,92.5995864868164,69.58,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2007-06-01,47.28,255.73,97.9723129272461,69.95,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2007-07-01,47.200500000000005,229.84071428571428,112.34625244140624,70.52,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2007-08-01,45.549,224.66071428571428,83.17320251464844,70.36,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2007-09-01,41.168,239.07357142857143,94.4888687133789,71.33,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2007-10-01,44.7685,77.80428571428571,101.47301483154295,73.18,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2007-11-01,48.86,61.597142857142856,89.79544830322266,75.07,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2007-12-01,51.661,45.347142857142856,94.96749114990234,75.36,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2008-04-01,83.17099999999999,122.37642857142858,71.9048080444336,85.62,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2008-05-01,87.46799999999999,61.88428571428572,72.57379913330078,87.91,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2008-06-01,86.78,145.2757142857143,87.54842376708984,95.7,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2008-07-01,67.0995,189.4342857142857,89.73957061767578,100.21,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2008-08-01,56.158,147.02142857142857,88.55410766601562,103.1,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2008-09-01,59.711,153.65857142857143,88.54255676269531,101.48,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2008-10-01,61.969,201.3742857142857,64.15979766845703,97.73,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2008-11-01,62.5305,179.22642857142858,79.08097076416016,86.94,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2008-12-01,58.590500000000006,13.447857142857144,92.3664321899414,72.19,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2009-01-01,68.1395,55.46642857142858,85.36947631835938,75.57,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2009-02-01,68.74,13.079285714285716,67.45267486572266,73.94,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2009-03-01,64.27850000000001,23.00142857142857,72.64462280273438,72.59,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2009-04-01,70.18100000000001,105.84928571428571,85.6884994506836,70.11,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2009-05-01,69.23949999999999,148.36357142857145,89.68086242675781,66.11,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2009-06-01,59.91,39.68071428571428,81.10958862304688,67.26,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2009-07-01,66.1725,107.29,83.43962097167969,72.19,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans,Eldoret,Wholesale,2009-08-01,66.451,111.40357142857144,73.37187957763672,72.52,FAO_GIEWS,Rift Valley,0.52,35.28,pulses and nuts
